domain_id	specificity
XP_753088.1.A3	N5-acetyl-N5-hydroxyornithine
XP_955820.1.A1	piperonylic acid
XTP71052.1.A1	glutamine
XTP71052.1.A3	beta-alanine
XTP71052.1.A4	tryptophan
XTP71052.1.A5	serine
XTP71052.1.A6	tyrosine
YP_856987.1.A1	glycine
YP_856988.1.A1	phenylalanine|tryptophan
YP_856990.1.A1	lysine
YP_856992.1.A1	2,3-dihydroxybenzoic acid
antaC.A1	threonine
antaF.A1	anthranilic acid
astN.A1	2-aminobutyric acid
astN.A2	proline
astN.A3	2-aminobutyric acid
astN.A4	serine
astN.A5	R-beta-phenylalanine
chaP_not_in_genbank.A1	tryptophan
chaP_not_in_genbank.A2|ctg1_orf10.A1	serine
ctg16_307.A1	6S-methyl-pipecolic acid
ctg16_307.A2	tryptophan
ctg1_114.A1	serine
ctg1_116.A1	2,3-dihydroxybenzoic acid
ctg1_3269.A1|WP_015926599.1.A1	4-hydroxybenzoic acid
ctg1_37.A1	2R-hydroxyisovaleric acid
ctg1_37.A2	phenylalanine
ctg1_orf1264.A1	serine
ctg1_orf1264.A2	ornithine
ctg1_orf1264.A3	serine
ctg1_orf1265.A1	serine
ctg1_orf1265.A2	N5-hydroxyornithine
ctg1_orf1265.A3	N5-hydroxyornithine
ctg1_orf20.A1	N5-acetyl-N5-hydroxyornithine
ctg1_orf20.A2	arginine
ctg1_orf20.A3	N5-hydroxyornithine
ctg1_orf20.A4	N5-acetyl-hydroxyornithine
esyn1.A1	2S-hydroxyisovaleric acid
esyn1.A2	valine
g8718.t1.A1	proline
g8718.t1.A10	leucine
g8718.t1.A11	isovaline
g8718.t1.A12	beta-alanine
g8718.t1.A13	alanine
g8718.t1.A2	2-aminoisobutyric acid
g8718.t1.A3	2-aminoisobutyric acid
g8718.t1.A4	2-aminoisobutyric acid
g8718.t1.A5	isovaline
g8718.t1.A6	beta-alanine
g8718.t1.A7	alanine
g8718.t1.A8	isovaline
g8718.t1.A9	alanine
g8724.t1.A1	isovaline
g8724.t1.A2	beta-alanine
g8724.t1.A3	alanine
g8724.t1.A4	2-aminoisobutyric acid
g8724.t1.A5	2-aminoisobutyric acid
g8724.t1.A6	2-aminoisobutyric acid
g8724.t1.A7	alanine
g8732.t1.A1	aspartic acid
gene3.A1|iliA.A1	tyrosine
osdE_fusarium_oxysporum.A1	phenylalanine
smbA.A1	phenylalanine
sp_A0A1W6BT46.1_APMB_PENBR.A1	benzoic acid
sp_A0A1W6BT46.1_APMB_PENBR.A2	phenylalanine
sp_A0A1W6BT53.1_APMA_PENBR.A1	benzoic acid
sp_A0A1W6BT53.1_APMA_PENBR.A2	phenylalanine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A1	D-alanine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A2	valine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A3	phenylalanine|leucine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A4	valine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A5	alanine
sp_A0A2V5H0B0.2_UNGA_ASPV1.A6	tryptophan
sp_A0A2V5H0B0.2_UNGA_ASPV1.A7	4-aminobutyric acid
sp_A1DA59.1_FTMA_NEOFI.A1	tryptophan
sp_A1DA59.1_FTMA_NEOFI.A2	proline
sp_B8NWW5.1_LNBA_ASPFN.A1	tyrosine
sp_G3GBU7.1_BEA1_GIBIN.A1	2R-hydroxyisovaleric acid
sp_G3GBU7.1_BEA1_GIBIN.A2	phenylalanine
sp_K7NCP5.1_SIDN_EPIFI.A1	N5-trans-anhydromevalonyl-N5-hydroxyornithine
sp_P9WEU8.1_BENY_ASPTE.A1	anthranilic acid
sp_P9WEU9.1_BENZ_ASPTE.A1	anthranilic acid
sp_P9WEU9.1_BENZ_ASPTE.A2	N-methylphenylalanine
sp_W7MLD7.1_FUS1_GIBM7.A1	homoserine
texG.A1	2-aminoisobutyric acid
texG.A2	beta-alanine
texG.A3	alanine
texG.A4	2-aminoisobutyric acid
texG.A5	2-aminoisobutyric acid
texG.A6	2-aminoisobutyric acid
texG.A7	alanine
texG.A8	argininol
texJ.A1	proline
texJ.A2	2-aminoisobutyric acid
texJ.A3	2-aminoisobutyric acid
texJ.A4	2-aminoisobutyric acid
texJ.A5	2-aminoisobutyric acid
texJ.A6	beta-alanine
texV.A1	proline
texV.A10	leucine
texV.A11	2-aminoisobutyric acid
texV.A12	beta-alanine
texV.A13	alanine
texV.A2	2-aminoisobutyric acid
texV.A3	2-aminoisobutyric acid
texV.A4	2-aminoisobutyric acid
texV.A5	2-aminoisobutyric acid
texV.A6	alanine
texV.A7	alanine
texV.A8	2-aminoisobutyric acid
texV.A9	beta-alanine
